frameIndex;frameTime;pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_LOGenergy;pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_LOGenergy_de;pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12];pcm_LOGenergy_de_de
127;1.269272;2.688988e+000;-2.614122e+001;-2.183364e+001;1.118769e+001;1.227446e+001;6.659067e+000;1.172490e+001;-6.768129e+000;-4.347360e+000;4.532335e+000;-3.860137e+000;1.623542e+001;-7.094443e+000;-4.332061e-001;-4.106998e-001;1.579789e+000;-3.342292e-001;5.377275e+000;-1.400333e-001;3.525892e+000;-4.152726e-001;-1.727548e+000;5.229722e-001;-1.150534e+000;6.168795e+000;-2.803566e-001;2.978403e-001;-2.983016e-001;5.077135e-001;-4.083547e-001;8.447559e-001;1.160016e+000;1.915768e+000;1.394293e-001;-7.729316e-001;-3.297477e+000;-7.508305e-001;-1.033641e+000;-1.129846e-002
128;1.279266;4.094722e+000;-2.725173e+001;-1.706017e+001;1.146403e+001;2.184398e+001;1.010040e+001;1.634696e+001;-8.619974e+000;-9.229109e+000;-6.246240e+000;-1.075583e+001;2.894153e+001;-7.244856e+000;1.125332e-001;-6.888847e-001;1.557823e+000;1.905928e-002;5.072135e+000;1.325426e+000;6.415171e+000;8.278441e-001;-2.387401e+000;-3.748997e+000;-3.526630e+000;2.859450e+000;-2.432012e-001;2.454714e-001;-2.853422e-001;-3.372398e-002;-6.308843e-002;-1.112610e+000;2.450662e-001;1.047229e+000;8.417112e-001;8.300230e-001;-1.905764e+000;-2.713960e-001;-2.981943e+000;-4.863846e-002
129;1.289260;3.262724e+000;-2.852378e+001;-1.624052e+001;9.908506e+000;2.768867e+001;2.242304e+001;3.284750e+001;5.797850e-001;-1.411102e+001;-1.671270e+001;-2.042192e+001;2.236146e+001;-7.328363e+000;5.032336e-001;-1.225929e+000;8.628132e-001;6.347955e-001;2.830102e+000;9.167837e-001;6.880193e+000;2.502202e+000;8.087028e-001;-3.275711e+000;-3.763484e+000;-1.082007e+000;-3.348197e-001;-2.796063e-001;9.420162e-002;-4.708228e-001;9.039459e-002;-2.527125e+000;-1.524936e+000;-1.054486e+000;3.122557e-001;1.786303e+000;-1.531881e-001;1.433598e+000;-3.083452e+000;-9.814619e-002
130;1.299255;3.960601e+000;-2.906737e+001;-1.783778e+001;1.233064e+001;2.672258e+001;1.368208e+001;3.632420e+001;1.525828e+000;-1.273706e+001;-1.689256e+001;-2.102225e+001;1.788363e+001;-7.709514e+000;5.365262e-002;-1.009125e+000;1.811176e-001;1.059209e-001;-1.151881e+000;-3.114545e+000;3.663001e+000;1.442893e+000;3.365744e+000;-1.165662e+000;2.484646e-002;-5.186872e+000;-5.292622e-001;-8.492734e-001;6.735687e-001;-3.618100e-001;-1.171382e-001;-2.849343e+000;-1.871584e+000;-2.215796e+000;6.796694e-002;1.273230e+000;5.166589e-002;2.601901e+000;-2.314895e+000;-1.249248e-001
131;1.309249;5.272216e+000;-3.136304e+001;-1.713077e+001;1.392836e+001;2.398567e+001;9.452147e+000;3.613724e+001;6.699817e-001;1.450130e+000;-6.523058e+000;-1.754434e+001;1.635434e+001;-8.536213e+000;-1.801797e+000;2.204285e-001;-8.597259e-002;7.431297e-002;-4.146343e+000;-5.544729e+000;-3.704508e-001;8.384812e-001;4.327395e+000;-1.534636e+000;4.241716e+000;-5.225302e+000;-6.280570e-001;-8.740945e-001;1.355856e+000;5.962577e-002;-8.422985e-002;-2.289712e+000;-1.449317e+000;-1.880911e+000;1.163736e-001;-6.033660e-002;-4.311654e-001;2.802108e+000;-1.308211e+000;-8.668545e-002
132;1.319243;3.358239e+000;-3.087773e+001;-1.570946e+001;9.983706e+000;1.793608e+001;1.013124e+000;3.301710e+001;-1.450606e+000;-1.809616e-001;-1.716937e+001;-1.207039e+001;6.010737e+000;-9.287243e+000;-2.981318e+000;1.955780e+000;2.231655e-001;-2.863903e-001;-5.686359e+000;-4.801734e+000;-1.038486e+000;1.999539e+000;2.219405e+000;-4.361205e+000;5.480277e+000;-6.643378e+000;-7.212068e-001;-3.970338e-002;1.586498e+000;5.374526e-001;3.557165e-001;-1.069997e+000;-4.378656e-001;-4.543015e-001;5.965508e-001;-5.549954e-001;1.227901e-001;2.092261e+000;1.788763e-001;-3.791398e-002
133;1.329237;-5.445082e+000;-2.651646e+001;-1.773455e+001;1.145354e+001;1.135020e+001;1.033875e+000;3.264880e+001;6.260408e+000;1.247910e+000;-2.424747e+001;-3.689273e+000;2.171397e+000;-9.679784e+000;-2.349753e+000;4.070899e+000;1.139918e+000;4.098019e-001;-6.351218e+000;-5.486206e+000;-1.736155e-001;2.805747e+000;1.080190e+000;-3.833766e+000;7.519342e+000;-6.894811e+000;-6.722747e-001;1.095288e+000;1.291957e+000;1.323930e+000;4.709091e-001;3.384412e-001;3.692094e-001;4.509874e-002;9.654943e-001;-8.516815e-001;1.525462e+000;1.223970e+000;1.413298e+000;-3.903627e-002
134;1.339232;-5.587342e+000;-2.171176e+001;-1.642007e+001;1.213610e+001;4.608523e+000;-6.117458e+000;3.287599e+001;8.728312e+000;-1.538926e+000;-2.983638e+001;-5.484023e-001;-8.241789e+000;-1.074376e+001;1.291137e-001;4.998129e+000;2.255435e+000;1.716759e+000;-5.399430e+000;-5.333135e+000;1.293076e+000;3.442014e+000;2.214370e+000;5.978537e-001;8.847338e+000;-3.457736e+000;-6.967233e-001;1.130666e+000;1.088416e+000;2.428415e+000;5.093153e-001;1.708221e+000;2.184264e+000;-3.743291e-001;1.015653e+000;-2.498146e-001;3.485301e+000;8.025908e-002;3.084609e+000;3.821117e-002
135;1.349226;-2.003758e+000;-1.559153e+001;-1.107587e+001;1.490117e+001;-1.106644e+000;-1.441359e+001;3.533972e+001;9.609259e+000;7.530060e+000;-1.935839e+001;1.429137e+001;-1.099345e+001;-1.116933e+001;2.119428e+000;5.159041e+000;5.517543e+000;1.427284e+000;-2.597601e+000;-3.432982e+000;-1.310738e+000;4.944715e+000;7.150531e-002;3.613145e+000;8.678035e+000;2.483647e-001;-8.354801e-001;4.043484e-003;9.878961e-001;2.965641e+000;1.036969e+000;2.908981e+000;4.524406e+000;-4.405185e-001;5.284331e-001;-6.693009e-001;3.795352e+000;-1.724285e+000;3.664352e+000;1.651123e-001
136;1.359220;2.283145e+000;-1.134955e+001;-7.761620e+000;1.684368e+001;-2.832649e+000;-1.792882e+001;3.813702e+001;1.408504e+001;7.749815e+000;-1.662465e+001;2.317597e+001;-4.695517e+000;-1.202609e+001;4.374199e-001;6.853789e+000;1.017643e+001;1.751445e+000;9.779378e-001;5.092973e+000;-2.341570e+000;6.008321e+000;1.474674e+000;9.341847e+000;5.302226e+000;5.208079e+000;-4.485482e-001;-1.367953e+000;9.732701e-001;2.613509e+000;1.395674e+000;3.472290e+000;5.804354e+000;-1.823711e-001;-5.911724e-001;-8.168424e-001;2.498750e+000;-2.691775e+000;2.570029e+000;3.144477e-001
137;1.369214;1.216813e+000;-5.902360e+000;5.523946e+000;1.623617e+001;2.082784e+000;-1.022536e+001;2.346460e+001;2.830562e+001;-3.038934e+000;-1.278761e+001;2.783871e+001;1.640084e+000;-1.321602e+001;-2.483689e+000;8.082549e+000;1.200763e+001;5.577302e+000;5.005002e+000;1.192277e+001;-5.588848e-001;4.164760e+000;-1.896466e+000;1.077099e+001;6.704701e-001;7.094042e+000;2.919912e-002;-1.765094e+000;2.401823e-001;6.136236e-001;1.021945e+000;2.867291e+000;3.909102e+000;1.037449e+000;-2.158624e+000;7.074623e-002;4.166290e-001;-2.587740e+000;9.031277e-001;3.516666e-001
138;1.379209;-5.010529e+000;7.712603e+000;2.616216e+001;2.022583e+001;7.903499e+000;1.725329e+001;2.710570e+001;2.942173e+001;1.111894e+001;1.358747e+001;1.918906e+001;1.148184e+001;-1.196316e+001;-4.409094e+000;8.402725e+000;1.207794e+001;6.620122e+000;8.160716e+000;1.601076e+001;5.293655e-003;8.761299e-001;-8.858558e-001;9.512678e+000;-6.077555e-001;5.969573e+000;4.431755e-001;-1.029948e+000;-2.395457e+000;-2.072728e+000;-6.398282e-001;8.496495e-001;-1.129225e+000;1.076123e+000;-2.386253e+000;-9.058404e-002;-1.704140e+000;-8.044242e-001;-8.056959e-001;1.211885e-001
139;1.389203;-1.077536e+001;1.529014e+001;3.200037e+001;4.109661e+001;1.855029e+001;2.760921e+001;3.806096e+001;2.276471e+001;-3.636835e+000;1.939052e+001;1.963718e+001;1.638808e+001;-1.105480e+001;-4.282785e+000;5.585485e+000;7.634906e+000;4.102672e+000;8.147467e+000;1.065364e+001;2.703076e+000;-3.282310e+000;1.605501e+000;5.610875e+000;-1.305676e+000;4.383256e+000;4.769910e-001;-1.475317e-001;-4.841262e+000;-3.550618e+000;-2.666887e+000;-7.806990e-001;-4.691761e+000;2.152920e-005;-1.521383e+000;4.896224e-001;-2.151060e+000;7.722877e-001;-1.464542e+000;-1.185060e-001
140;1.399197;-1.376623e+001;2.006783e+001;3.938985e+001;3.751407e+001;2.973718e+001;4.320769e+001;3.086531e+001;2.123615e+001;3.619487e+000;1.484967e+001;2.423796e+001;1.777835e+001;-1.089082e+001;-3.812773e+000;-3.874963e+000;1.999147e+000;-7.103804e-001;3.654953e+000;8.141432e-002;1.408063e+000;-2.199408e+000;-7.292300e-001;3.401206e+000;2.268178e+000;2.534993e+000;-6.650171e-002;5.545722e-001;-5.124735e+000;-3.799150e+000;-2.855180e+000;-1.657570e+000;-5.761945e+000;-1.117631e+000;2.922406e-001;-1.700942e-001;-1.301327e+000;1.144758e+000;-1.132212e+000;-1.997094e-001
141;1.409191;-1.581926e+001;1.584745e+001;3.708463e+001;2.810541e+001;3.190328e+001;3.006562e+001;3.510017e+001;1.598687e+001;8.738300e+000;1.463566e+001;1.878588e+001;2.040811e+001;-1.136723e+001;-3.519508e+000;-9.984915e+000;-7.060655e-001;-4.091881e+000;3.354388e+000;-3.571365e+000;-1.260162e+000;-1.904388e+000;4.733327e-001;3.071429e+000;3.093942e+000;1.488624e+000;-3.084920e-001;9.977627e-001;-2.516544e+000;-2.588024e+000;-2.092280e+000;-1.321921e+000;-3.430125e+000;-2.162545e+000;2.075063e+000;2.519027e-002;-6.197952e-001;6.082121e-001;-5.322700e-001;-7.855959e-002
142;1.419186;-2.155244e+001;-1.194087e+001;3.361577e+001;2.316953e+001;1.950177e+001;1.643215e+001;3.562640e+001;2.181362e+001;1.285223e+000;3.297093e+001;3.095560e+001;2.214679e+001;-1.213945e+001;-2.017871e+000;-9.435752e+000;-2.747328e+000;-3.558503e+000;2.269406e+000;-5.686470e+000;-3.601243e+000;1.648372e+000;-1.170243e+000;4.275764e+000;2.916223e+000;1.755828e+000;-1.626300e-001;1.581446e+000;1.682617e+000;-1.204288e+000;-1.422790e+000;-9.378265e-001;-7.056596e-001;-1.549958e+000;2.340907e+000;1.025944e+000;-1.347185e+000;-4.506076e-001;-4.474508e-002;1.138357e-001
143;1.429180;-2.447980e+001;-1.863008e+001;3.135709e+001;2.780948e+001;4.043994e+001;2.314015e+001;2.937960e+001;1.295403e+001;-1.030397e-001;2.568704e+001;3.174807e+001;2.164698e+001;-1.197295e+001;-1.914225e-001;-4.216841e+000;-2.931975e+000;-4.934668e+000;2.230635e+000;-3.613046e+000;-5.604996e+000;5.169116e+000;1.951959e+000;2.074620e+000;1.411362e+000;2.111489e+000;1.322572e-001;1.626575e+000;3.358443e+000;-3.621957e-001;-1.421430e+000;-2.127163e+000;2.829521e-001;1.481369e-001;2.228039e+000;1.417547e+000;-1.549241e+000;-3.449640e-001;-2.833710e-001;1.169483e-001
144;1.439174;-1.952532e+001;-9.872169e+000;2.851698e+001;1.986952e+001;3.681588e+001;1.823807e+001;1.571938e+001;3.099442e+001;2.188944e+000;3.070280e+001;3.233798e+001;2.593805e+001;-1.140112e+001;2.430413e+000;1.654083e+000;-2.909339e+000;-7.402938e+000;-4.723026e-001;-3.426043e+000;-4.169308e+000;5.968372e+000;3.661177e+000;-2.836314e+000;8.564297e-001;1.999835e+000;2.823023e-001;8.276211e-001;2.262265e+000;2.352924e-001;-1.276858e+000;-2.699131e+000;6.244757e-001;1.846261e+000;3.387359e-001;9.192556e-001;-1.415399e+000;-2.567053e-001;-9.195479e-001;-4.854282e-002
145;1.449169;-1.778993e+001;-6.271108e+000;2.497415e+001;5.082078e+000;3.439940e+001;1.109743e+001;1.702871e+001;3.724204e+001;1.804623e+001;2.614283e+001;2.515150e+001;2.906993e+001;-1.107511e+001;2.389224e+000;1.262383e+000;-2.436039e+000;-9.276815e+000;-5.910573e+000;-3.286818e+000;-2.354446e-001;7.075804e+000;5.145359e+000;-1.118737e+000;2.399019e+000;-5.023441e-002;5.378351e-002;1.293426e-001;5.188497e-001;6.094679e-001;4.852437e-001;-2.133868e+000;4.352994e-001;2.125936e+000;-1.056796e+000;-7.475924e-001;-2.292152e-001;-3.344192e-001;-1.280432e+000;-1.948614e-001
146;1.459163;-1.274531e+001;-9.849939e+000;2.226055e+001;-2.481459e+000;2.016053e+001;5.323297e+000;2.095531e+001;3.951147e+001;1.051647e+001;1.856147e+001;3.853603e+001;2.843449e+001;-1.117685e+001;8.299111e-001;-8.640366e-001;-1.818835e+000;-7.771720e+000;-7.155644e+000;-2.727206e+000;2.945286e+000;2.388707e+000;1.829336e+000;-1.204554e+000;1.138868e+000;-1.761050e+000;-3.661073e-001;-2.351592e-001;-2.657889e-001;9.974048e-001;2.592921e+000;-2.155943e-001;8.016857e-001;7.519600e-001;-1.777942e+000;-2.068858e+000;5.720972e-001;-6.553289e-001;-3.774540e-001;-1.995470e-001
147;1.469157;-1.592368e+001;-1.232929e+001;2.230511e+001;-7.399108e+000;1.921475e+001;1.316345e+001;2.558441e+001;4.407453e+001;2.145999e+001;2.616402e+001;4.064414e+001;2.014759e+001;-1.181616e+001;1.255542e+000;-3.635325e-001;-4.298875e-001;-2.324058e+000;-5.097034e+000;-1.785968e+000;1.467388e+000;1.674971e+000;-8.700823e-001;1.126648e-001;-4.019531e-001;-2.410227e+000;-5.178450e-001;4.595488e-002;3.366988e-001;8.281573e-001;3.927191e+000;1.975053e+000;9.030949e-001;-1.148478e+000;-2.210577e+000;-2.773189e+000;-9.962795e-002;-8.227558e-001;4.570947e-001;-8.173548e-002
148;1.479151;-1.630889e+001;-1.116326e+001;2.075733e+001;-1.274849e+001;8.629981e+000;3.569035e+000;2.616795e+001;3.952172e+001;9.628743e+000;2.466943e+001;3.028601e+001;2.159397e+001;-1.286113e+001;1.821458e+000;1.138096e+000;1.074610e+000;2.085291e+000;-1.957043e+000;-1.680395e-001;-1.260925e+000;-2.209190e-001;-3.675390e+000;-5.915283e-001;-1.019729e+000;1.292561e+000;-4.296184e-001;1.620693e-001;7.058438e-001;3.592334e-001;3.522202e+000;2.880697e+000;1.110616e+000;-1.944386e+000;-1.506275e+000;-1.631619e+000;-1.954004e-001;-5.509236e-002;4.181940e-001;5.649401e-002
149;1.489146;-9.730435e+000;-7.432109e+000;2.357632e+001;-1.404699e+000;1.467950e+001;3.044727e+000;2.175932e+001;4.561177e+001;1.413969e+001;2.365217e+001;2.726675e+001;2.043905e+001;-1.282220e+001;2.123224e+000;1.944811e+000;2.580257e-001;5.430633e+000;1.365394e+000;-5.092602e-002;-3.874728e+000;-2.672271e+000;-5.968222e+000;-1.923389e+000;-6.354622e-001;7.084341e-001;-3.231383e-001;-3.943834e-001;2.464728e-001;-3.126638e-001;1.464064e+000;2.218850e+000;8.525209e-001;-1.118793e+000;-1.287749e+000;-4.059896e-001;-1.359000e-001;3.399954e-001;-2.560872e-001;9.067098e-002
150;1.499140;-6.734643e+000;-6.608048e+000;2.699799e+001;4.947792e+000;1.264293e+001;9.542461e+000;1.656323e+001;3.763826e+001;-4.200328e+000;1.685975e+001;4.012608e+001;3.475156e+001;-1.282192e+001;1.206416e+000;1.511011e+000;-3.666243e-001;5.961942e+000;4.016627e+000;1.958353e+000;-4.105584e+000;-2.969049e+000;-3.779692e+000;-1.163529e+000;9.801611e-001;-1.229410e+000;-1.809906e-001;-7.519013e-001;-2.848546e-001;-6.289066e-001;-4.160028e-001;1.011600e+000;1.952305e-001;1.472290e-001;-2.668940e-001;1.156462e+000;4.262475e-001;-5.872011e-003;-1.277947e+000;7.417592e-002
151;1.509134;-1.009469e+001;-4.882842e+000;2.047491e+001;1.090592e+001;2.403524e+001;9.922109e+000;1.101313e+001;3.165491e+001;-1.466582e+000;2.045192e+001;3.254679e+001;1.711097e+001;-1.345145e+001;-4.088543e-001;6.823742e-001;-1.272590e+000;3.057936e+000;3.010379e+000;1.413441e+000;-2.704248e+000;-3.389709e+000;-2.847879e+000;-2.808348e-001;2.980789e-001;-2.429677e+000;-1.888041e-001;-6.124873e-001;-5.055591e-001;-1.454043e-001;-1.563158e+000;-4.468953e-001;-1.780572e-001;1.074502e+000;7.116920e-001;1.626289e+000;5.728740e-001;-1.225096e-001;-3.715578e-001;7.013613e-002
